,Target,OBC,Local Var,,,,,,,,,,,,,,
,PacketID,0x62,,,,,,,,,,,,,,,
,Enable/Disable,ENABLE,,,,,,,,,,,,,,,
,IsRestricted,FALSE,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Comment,TLM Entry,Onboard Software Info.,,Extraction Info.,,,,Conversion Info.,,,,,,,,Description,Note
,Name,Var.##Type,Variable or Function Name,Ext.##Type,Pos. Desiginator,,,Conv.##Type,Poly (Σa_i * x^i),,,,,,Status,,
,,,,,Octet##Pos.,bit##Pos.,bit##Len.,,a0,a1,a2,a3,a4,a5,,,
,PH.VER,uint16_t,,PACKET,0,0,3,NONE,,,,,,,,,
,PH.TYPE,,,PACKET,0,3,1,NONE,,,,,,,,,
,PH.SH_FLAG,,,PACKET,0,4,1,NONE,,,,,,,,,
,PH.APID,,,PACKET,0,5,11,NONE,,,,,,,,,
,PH.SEQ_FLAG,uint16_t,,PACKET,2,0,2,NONE,,,,,,,,,
,PH.SEQ_COUNT,,,PACKET,2,2,14,NONE,,,,,,,,,
,PH.PACKET_LEN,uint16_t,,PACKET,4,0,16,NONE,,,,,,,,,
,SH.VER,uint8_t,,PACKET,6,0,8,NONE,,,,,,,,,
,SH.TI,uint32_t,,PACKET,7,0,32,NONE,,,,,,,,,
,SH.TLM_ID,uint8_t,,PACKET,11,0,8,HEX,,,,,,,,,
,SH.GLOBAL_TIME,double,,PACKET,12,0,64,NONE,,,,,,,,,
,SH.ON_BOARD_SUBNET_TIME,uint32_t,,PACKET,20,0,32,NONE,,,,,,,,,
,SH.DEST_FLAGS,uint8_t,,PACKET,24,0,8,HEX,,,,,,,,,
,SH.DEST_INFO,uint8_t,,PACKET,25,0,8,NONE,,,,,,,,,
,META.START_ADDR,uint32_t,tlm_mem_dump->meta.start_addr,PACKET,26,0,32,NONE,,,,,,,,,
,META.SIZE,uint32_t,tlm_mem_dump->meta.size,PACKET,30,0,32,NONE,,,,,,,,,
,DATA.B0,uint8_t,tlm_mem_dump->data[0],PACKET,34,0,8,NONE,,,,,,,,,
,DATA.B1,uint8_t,tlm_mem_dump->data[1],PACKET,35,0,8,NONE,,,,,,,,,
,DATA.B2,uint8_t,tlm_mem_dump->data[2],PACKET,36,0,8,NONE,,,,,,,,,
,DATA.B3,uint8_t,tlm_mem_dump->data[3],PACKET,37,0,8,NONE,,,,,,,,,
,DATA.B4,uint8_t,tlm_mem_dump->data[4],PACKET,38,0,8,NONE,,,,,,,,,
,DATA.B5,uint8_t,tlm_mem_dump->data[5],PACKET,39,0,8,NONE,,,,,,,,,
,DATA.B6,uint8_t,tlm_mem_dump->data[6],PACKET,40,0,8,NONE,,,,,,,,,
,DATA.B7,uint8_t,tlm_mem_dump->data[7],PACKET,41,0,8,NONE,,,,,,,,,
,DATA.B8,uint8_t,tlm_mem_dump->data[8],PACKET,42,0,8,NONE,,,,,,,,,
,DATA.B9,uint8_t,tlm_mem_dump->data[9],PACKET,43,0,8,NONE,,,,,,,,,
,DATA.B10,uint8_t,tlm_mem_dump->data[10],PACKET,44,0,8,NONE,,,,,,,,,
,DATA.B11,uint8_t,tlm_mem_dump->data[11],PACKET,45,0,8,NONE,,,,,,,,,
,DATA.B12,uint8_t,tlm_mem_dump->data[12],PACKET,46,0,8,NONE,,,,,,,,,
,DATA.B13,uint8_t,tlm_mem_dump->data[13],PACKET,47,0,8,NONE,,,,,,,,,
,DATA.B14,uint8_t,tlm_mem_dump->data[14],PACKET,48,0,8,NONE,,,,,,,,,
,DATA.B15,uint8_t,tlm_mem_dump->data[15],PACKET,49,0,8,NONE,,,,,,,,,
,DATA.B16,uint8_t,tlm_mem_dump->data[16],PACKET,50,0,8,NONE,,,,,,,,,
,DATA.B17,uint8_t,tlm_mem_dump->data[17],PACKET,51,0,8,NONE,,,,,,,,,
,DATA.B18,uint8_t,tlm_mem_dump->data[18],PACKET,52,0,8,NONE,,,,,,,,,
,DATA.B19,uint8_t,tlm_mem_dump->data[19],PACKET,53,0,8,NONE,,,,,,,,,
,DATA.B20,uint8_t,tlm_mem_dump->data[20],PACKET,54,0,8,NONE,,,,,,,,,
,DATA.B21,uint8_t,tlm_mem_dump->data[21],PACKET,55,0,8,NONE,,,,,,,,,
,DATA.B22,uint8_t,tlm_mem_dump->data[22],PACKET,56,0,8,NONE,,,,,,,,,
,DATA.B23,uint8_t,tlm_mem_dump->data[23],PACKET,57,0,8,NONE,,,,,,,,,
,DATA.B24,uint8_t,tlm_mem_dump->data[24],PACKET,58,0,8,NONE,,,,,,,,,
,DATA.B25,uint8_t,tlm_mem_dump->data[25],PACKET,59,0,8,NONE,,,,,,,,,
,DATA.B26,uint8_t,tlm_mem_dump->data[26],PACKET,60,0,8,NONE,,,,,,,,,
,DATA.B27,uint8_t,tlm_mem_dump->data[27],PACKET,61,0,8,NONE,,,,,,,,,
,DATA.B28,uint8_t,tlm_mem_dump->data[28],PACKET,62,0,8,NONE,,,,,,,,,
,DATA.B29,uint8_t,tlm_mem_dump->data[29],PACKET,63,0,8,NONE,,,,,,,,,
,DATA.B30,uint8_t,tlm_mem_dump->data[30],PACKET,64,0,8,NONE,,,,,,,,,
,DATA.B31,uint8_t,tlm_mem_dump->data[31],PACKET,65,0,8,NONE,,,,,,,,,
,DATA.B32,uint8_t,tlm_mem_dump->data[32],PACKET,66,0,8,NONE,,,,,,,,,
,DATA.B33,uint8_t,tlm_mem_dump->data[33],PACKET,67,0,8,NONE,,,,,,,,,
,DATA.B34,uint8_t,tlm_mem_dump->data[34],PACKET,68,0,8,NONE,,,,,,,,,
,DATA.B35,uint8_t,tlm_mem_dump->data[35],PACKET,69,0,8,NONE,,,,,,,,,
,DATA.B36,uint8_t,tlm_mem_dump->data[36],PACKET,70,0,8,NONE,,,,,,,,,
,DATA.B37,uint8_t,tlm_mem_dump->data[37],PACKET,71,0,8,NONE,,,,,,,,,
,DATA.B38,uint8_t,tlm_mem_dump->data[38],PACKET,72,0,8,NONE,,,,,,,,,
,DATA.B39,uint8_t,tlm_mem_dump->data[39],PACKET,73,0,8,NONE,,,,,,,,,
,DATA.B40,uint8_t,tlm_mem_dump->data[40],PACKET,74,0,8,NONE,,,,,,,,,
,DATA.B41,uint8_t,tlm_mem_dump->data[41],PACKET,75,0,8,NONE,,,,,,,,,
,DATA.B42,uint8_t,tlm_mem_dump->data[42],PACKET,76,0,8,NONE,,,,,,,,,
